銘柄コード,銘柄名称,始値,高値,安値,終値,前日終値,出来高,時価総額 (百万円),発行済株式数,配当利回り (会社予想),1 株配当 (会社予想),PER (会社予想),PBR (実績),EPS (会社予想),BPS (実績),最低購入代金,単元株数,年初来高値,年初来安値
8227,(株)しまむら,11260,11350,11020,11040,11210,151300,407523,36913299,1.72,190.0,13.73,1.4,803.87,7880.83,1104000,100,13620,9500
8233,(株)高島屋,1033,1036,986,987,1050,3303000,350897,355518963,1.01,10.0,15.02,0.86,65.72,1147.07,987000,1000,1265,926
8253,(株)クレディセゾン,2410,2426,2363,2364,2430,999700,438391,185444772,1.48,35.0,12.41,0.95,190.52,2496.69,236400,100,2836,1930
8267,イオン(株),1800,1813,1744,1744,1821,5287600,1521072,871924572,1.61,28.0,34.3,1.21,50.86,1447.05,174450,100,2033,1126
8270,ユニーグループ・ホールディングス(株),754,761,731,731,754,1660000,171128,234100821,2.74,20.0,35.04,0.59,20.86,1239.51,73100,100,877,602
8273,(株)イズミ,5160,5180,4920,4925,5200,157100,388395,78861920,1.14,56.0,19.55,2.55,251.89,1928.67,492500,100,6170,4000
8279,(株)ヤオコー,6300,6300,5980,5980,6330,112400,239282,40013722,0.67,40.0,26.66,3.72,224.32,1609.6,598000,100,7030,3390
8282,(株)ケーズホールディングス,3820,3850,3625,3635,3870,552600,221832,61026739,2.2,80.0,10.8,1.06,336.66,3415.04,363500,100,4860,2901
8303,(株)新生銀行,261,263,253,254,262,14430000,698588,2750346891,0.39,1.0,9.63,0.89,26.38,283.97,254000,1000,291,187
8304,(株)あおぞら銀行,440,444,435,435,444,9250000,514559,1182894181,4.23,18.4,11.8,1.28,36.87,340.96,435000,1000,490,372
8306,(株)三菱ＵＦＪフィナンシャル・グループ,797,802,777,777,800,76251200,11009199,14168853820,2.32,18.0,,0.71,,1087.02,77700,100,937,604
8308,(株)りそなホールディングス,610,614,594,594,613,9214000,1381456,2324118014,2.86,17.0,7.87,0.84,75.49,706.13,59440,100,727,545
8309,三井住友トラスト・ホールディングス(株),505,506,489,489,501,22468000,1911928,3903486408,2.65,13.0,11.47,0.78,42.71,629.25,489800,1000,594,406
8316,(株)三井住友フィナンシャルグループ,4913,4962,4818,4818,4964,9546100,6812920,1414055625,3.11,150.0,8.67,0.71,555.87,6743.54,481800,100,5770,3902
8327,(株)西日本シティ銀行,334,335,323,323,337,2961000,257345,796732552,1.55,5.0,11.09,0.56,29.13,578.48,323000,1000,402,306
8331,(株)千葉銀行,885,890,859,859,885,3734000,752073,875521087,1.63,14.0,13.5,0.82,63.64,1053.67,859000,1000,1055,737
8332,(株)横浜銀行,742,743,719,719,742,2946000,902806,1254071054,1.53,11.0,12.38,0.92,58.16,786.62,719900,1000,858,606
8333,(株)常陽銀行,645,649,634,634,649,1901000,485791,766231875,1.81,11.5,16.08,0.74,39.43,852.4,634000,1000,760,554
8334,(株)群馬銀行,808,814,791,791,811,1386000,372473,470888177,1.39,11.0,13.73,0.67,57.63,1176.44,791000,1000,948,720
8354,(株)ふくおかフィナンシャルグループ,597,597,574,574,603,3315000,493503,859761868,2.09,12.0,13.32,0.64,43.08,894.33,574000,1000,739,541
8355,(株)静岡銀行,1277,1279,1238,1238,1280,1584000,823430,665129069,1.62,20.0,15.32,0.81,80.83,1528.19,1238000,1000,1519,999
8356,(株)十六銀行,495,502,486,486,496,885000,184311,379241348,1.44,7.0,15.52,0.53,31.31,918.51,486000,1000,570,375
8358,スルガ銀行(株),2325,2330,2290,2290,2326,2269700,591139,258139248,0.83,19.0,15.39,1.83,148.75,1253.2,229000,100,2854,2068
8359,(株)八十二銀行,839,844,816,816,838,1072000,417060,511103411,1.1,9.0,18.18,0.61,44.88,1330.78,816000,1000,997,713
8377,(株)ほくほくフィナンシャルグループ,273,274,266,266,274,4079000,359534,1351630146,1.6,4.25,14.32,0.61,18.57,434.22,266000,1000,315,224
8379,(株)広島銀行,685,698,672,672,686,1693000,420179,625266342,1.34,9.0,16.26,0.94,41.33,711.49,672000,1000,778,548
8382,(株)中国銀行,1788,1794,1737,1740,1799,394200,348473,200272106,1.03,18.0,14.48,0.66,120.2,2637.08,174000,100,2044,1561
8385,(株)伊予銀行,1353,1367,1327,1327,1360,578000,429650,323775366,0.9,12.0,16.58,0.71,80.04,1865.6,132700,100,1638,1230
8410,(株)セブン銀行,516,518,501,501,518,5473400,596692,1191001000,1.6,8.0,24.06,3.5,20.82,143.21,50100,100,661,461
8411,(株)みずほフィナンシャルグループ,247,249,240,240,248,237795300,5950096,24792067677,3.12,7.5,9.39,0.73,25.57,330.12,24000,100,280,191
8418,(株)山口フィナンシャルグループ,1483,1499,1463,1463,1498,698000,386749,264353616,1.03,15.0,11.31,0.61,129.35,2393.64,1463000,1000,1709,1136
8424,芙蓉総合リース(株),4730,4755,4570,4570,4740,42500,138415,30287810,1.88,86.0,8.61,0.68,530.92,6717.96,457000,100,5430,3710
8425,興銀リース(株),2481,2491,2438,2444,2507,109200,104234,42649000,2.45,60.0,9.06,0.87,269.65,2824.04,244400,100,2984,2168
8439,東京センチュリーリース(株),3740,3740,3600,3600,3745,98900,383849,106624620,1.94,70.0,10.41,1.27,345.93,2831.9,360000,100,4290,2628
8473,ＳＢＩホールディングス(株),1468,1476,1423,1423,1476,2372400,319551,224561761,,,,0.71,,2010.31,142300,100,1828,1228
8508,Ｊトラスト(株),1028,1036,1005,1008,1030,666400,119602,118652354,1.19,12.0,25.35,0.65,39.76,1554.35,100800,100,1335,890
8515,アイフル(株),468,469,447,448,469,31508300,216656,483607536,0.0,0.0,30.25,2.16,14.81,206.96,44800,100,494,343
8524,(株)北洋銀行,486,494,475,475,488,946100,189554,399060179,2.11,10.0,11.15,0.51,42.62,936.96,47500,100,571,420
8544,(株)京葉銀行,631,639,620,620,638,461000,180331,290855716,1.77,11.0,11.42,0.61,54.28,1009.35,620000,1000,759,580
8566,リコーリース(株),3385,3385,3310,3320,3395,48600,103728,31243223,1.66,55.0,9.6,0.75,345.97,4401.86,332000,100,4045,2907
8570,イオンフィナンシャルサービス(株),2742,2763,2654,2655,2756,1030200,553566,208499435,2.49,66.0,15.99,1.92,166.09,1381.71,265500,100,3620,2087
8572,アコム(株),549,549,525,525,549,5918700,838048,1596282800,,,16.13,2.5,32.55,210.19,52500,100,624,306
8586,日立キャピタル(株),2884,2902,2846,2869,2921,369800,358127,124826552,2.65,76.0,11.18,1.0,256.66,2878.97,286900,100,3475,2201
8591,オリックス(株),1628,1628,1561,1561,1634,7245500,2067500,1324047228,,,,0.87,,1794.07,156150,100,2060,1299
8593,三菱ＵＦＪリース(株),584,587,569,569,586,1664700,509730,895834160,1.83,10.4,11.0,0.84,51.75,676.82,56900,100,701,498
8601,(株)大和証券グループ本社,834,836,813,815,842,9096000,1427318,1749378772,,,,1.1,,744.3,815900,1000,1048,779
8604,野村ホールディングス(株),756,757,742,743,766,23943100,2841311,3822562601,,,,0.96,,774.39,74330,100,909,609
8609,(株)岡三証券グループ,747,750,716,717,750,902000,149290,208214969,,,,0.97,,738.98,717000,1000,1032,680
8616,東海東京フィナンシャル・ホールディングス(株),797,798,759,759,810,2096200,212962,280582115,,,,1.29,,587.38,75900,100,993,739
8628,松井証券(株),1046,1049,1019,1021,1054,1982300,274919,269264702,,,,2.94,,347.44,102100,100,1200,954
8697,(株)日本取引所グループ,3730,3730,3500,3500,3780,1685600,960871,274534550,2.09,73.0,29.12,3.94,120.2,887.77,350000,100,4480,2582
8729,ソニーフィナンシャルホールディングス(株),2249,2288,2218,2226,2274,1884300,968310,435000000,2.47,55.0,16.99,1.8,131.03,1235.39,222600,100,2483,1606
8750,第一生命保険(株),2190,2196,2128,2128,2212,5176100,2549393,1198023000,1.64,35.0,15.7,0.73,135.54,2932.83,212800,100,2665,1534
8766,東京海上ホールディングス(株),4820,4856,4656,4656,4876,2759100,3527033,757524375,2.26,105.0,14.64,0.97,318.01,4820.2,465600,100,5504,3703
8795,(株)Ｔ＆Ｄホールディングス,1614,1614,1551,1551,1634,5171400,1057316,681480000,1.61,25.0,13.22,0.78,117.34,1996.28,155150,100,1978,1254
8801,三井不動産(株),3339,3359,3241,3241,3360,4508000,3213703,991424727,0.86,28.0,29.94,1.71,108.28,1897.79,3241500,1000,3879,2951
8802,三菱地所(株),2603,2617,2515,2515,2609,5371000,3496849,1390397097,0.56,14.0,49.85,2.32,50.45,1085.35,2515000,1000,2975,2321
8830,住友不動産(株),4081,4099,3953,3953,4101,2264000,1881968,476085978,0.56,22.0,21.29,2.18,185.66,1817.25,3953000,1000,5064,3715
8840,(株)大京,191,193,184,184,190,4087000,155212,843542737,1.63,3.0,12.37,1.0,14.88,184.17,184000,1000,225,162
8848,(株)レオパレス２１,588,588,562,563,590,2334200,150571,267443915,,,9.25,1.14,60.87,493.22,56300,100,817,506
8870,住友不動産販売(株),3180,3180,3050,3055,3195,65400,174746,57200000,1.64,50.0,14.92,1.9,204.72,1604.89,305500,100,3710,2628
8876,(株)リロ・ホールディング,12630,12630,12010,12020,12710,60100,183847,15295120,1.17,141.0,25.24,5.76,476.25,2087.79,1202000,100,14980,8270
8897,(株)タカラレーベン,550,561,518,518,555,2056300,66304,128000000,1.93,10.0,7.07,1.92,73.22,269.43,51800,100,832,451
8905,イオンモール(株),2035,2050,1968,1969,2045,447300,448723,227893997,1.12,22.0,18.24,1.36,107.96,1449.65,196900,100,2531,1901
8933,ＮＴＴ都市開発(株),1120,1128,1101,1106,1133,1175800,364007,329120000,1.45,16.0,30.33,1.86,36.46,594.83,110600,100,1335,1045
9001,東武鉄道(株),535,536,516,516,541,4696000,554979,1075540607,1.16,6.0,22.67,1.43,22.76,361.33,516000,1000,609,493
9003,相鉄ホールディングス(株),690,690,663,663,691,1268000,325352,490727495,0.98,6.5,27.76,3.08,23.88,215.5,663000,1000,808,495
9005,東京急行電鉄(株),856,863,830,831,861,3702000,1038534,1249739752,1.02,8.5,23.47,1.84,35.4,452.69,831000,1000,968,712
9007,小田急電鉄(株),1100,1111,1074,1074,1108,2152000,791533,736995435,0.84,9.0,28.47,2.44,37.72,439.27,1074000,1000,1353,1014
9008,京王電鉄(株),904,908,878,878,910,1880000,564338,642754152,0.97,8.5,29.14,1.7,30.13,515.41,878000,1000,1058,835
9009,京成電鉄(株),1299,1316,1258,1258,1294,1614000,433787,344822371,0.48,6.0,15.72,1.59,80.04,793.0,1258000,1000,1706,1234
9020,東日本旅客鉄道(株),11160,11220,10735,10735,11205,1030400,4213488,392500000,1.21,130.0,17.7,1.8,606.54,5974.41,1073500,100,12815,8710
9021,西日本旅客鉄道(株),8144,8144,7786,7786,8188,793700,1508421,193735000,1.67,130.0,16.66,1.84,467.45,4232.83,778600,100,9488,5484
9022,東海旅客鉄道(株),19745,19800,18900,18900,19885,502900,3893400,206000000,0.63,120.0,12.28,1.76,1539.64,10716.64,1890000,100,24800,17170
9031,西日本鉄道(株),609,619,597,597,615,759000,236890,396800930,1.17,7.0,21.24,1.65,28.11,361.78,597000,1000,692,480
9041,近鉄グループホールディングス(株),430,435,416,416,433,4889000,793154,1906620616,1.2,5.0,34.38,2.58,12.1,161.26,416000,1000,486,380
9042,阪急阪神ホールディングス(株),725,726,700,700,728,3016000,889985,1271406928,1.0,7.0,16.97,1.31,41.25,534.08,700000,1000,824,618
9045,京阪電気鉄道(株),786,798,757,758,782,1840000,428962,565913515,0.79,6.0,28.79,2.15,26.33,352.41,758000,1000,872,634
9048,名古屋鉄道(株),478,479,471,472,483,2975000,434133,919772531,1.06,5.0,22.49,1.55,20.99,303.68,472000,1000,525,434
9062,日本通運(株),591,591,562,562,588,3074000,583356,1038000000,1.78,10.0,16.55,1.04,33.95,538.31,562000,1000,733,555
9064,ヤマトホールディングス(株),2354,2354,2283,2283,2366,1664700,970644,425161692,1.14,26.0,21.97,1.68,103.93,1359.48,228300,100,2958,2204
9065,山九(株),602,606,574,575,610,1398000,187495,326078030,1.74,10.0,12.73,1.22,45.18,473.09,575000,1000,714,444
9069,センコー(株),846,856,823,824,855,357000,116948,141927426,2.18,18.0,13.21,1.39,62.39,590.86,824000,1000,948,558
9076,セイノーホールディングス(株),1351,1368,1296,1296,1347,873300,269153,207679783,,,17.22,0.72,75.27,1808.88,129600,100,1640,1154
9086,(株)日立物流,2037,2040,1970,1973,2050,245800,220535,111776714,1.52,30.0,14.67,1.1,134.47,1800.07,197300,100,2380,1381
9202,ＡＮＡホールディングス(株),355,355,340,340,355,21451000,1195585,3516425257,1.47,5.0,22.85,1.46,14.88,232.82,340000,1000,410,291
9301,三菱倉庫(株),1472,1477,1420,1421,1463,801000,249984,175921478,0.84,12.0,25.94,0.94,54.79,1515.8,1421000,1000,2042,1377
9364,(株)上組,1013,1015,972,972,1016,622000,266664,274345675,1.23,12.0,15.71,0.82,61.86,1179.34,972000,1000,1273,956
9375,(株)近鉄エクスプレス,4530,4540,4350,4350,4545,71500,156600,36000000,1.2,52.0,13.38,1.25,325.01,3474.84,435000,100,6430,4195
9404,日本テレビホールディングス(株),2084,2096,1978,1978,2103,654600,521840,263822080,1.52,30.0,15.88,0.88,124.55,2253.13,197800,100,2499,1693
9422,コネクシオ(株),1299,1299,1255,1256,1299,45000,70239,55923000,3.58,45.0,11.17,2.17,112.43,578.26,125600,100,1496,962
9432,日本電信電話(株),4619,4757,4491,4491,4629,5288400,10209815,2273394470,2.23,100.0,15.09,1.09,297.56,4131.77,449100,100,5066,3011
9433,ＫＤＤＩ(株),3017,3047,2912,2913,3018,5851100,7839910,2690890800,2.23,65.0,14.89,2.23,195.61,1308.71,291350,100,3375,2452
9435,(株)光通信,8120,8140,7920,7920,8080,158300,378177,47749642,2.27,180.0,16.64,2.23,476.06,3554.32,792000,100,9940,6350
9437,(株)ＮＴＴドコモ,2529,2564,2433,2433,2538,5951300,9940683,4085772000,2.88,70.0,20.09,1.75,121.09,1393.26,243300,100,2874,1731
9449,ＧＭＯインターネット(株),1707,1713,1615,1616,1730,1160500,190376,117806777,1.61,26.0,21.15,5.45,76.4,296.68,161600,100,2203,904
9468,(株)ＫＡＤＯＫＡＷＡ・ＤＷＡＮＧＯ,1404,1418,1376,1386,1435,794500,98256,70892060,1.44,20.0,24.53,0.96,56.5,1449.14,138600,100,2100,1354
9501,東京電力(株),818,820,781,781,830,71681700,1255081,1607017531,0.0,0.0,,0.54,,1442.25,78100,100,939,442
9503,関西電力(株),1506,1507,1431,1432,1513,2480500,1344266,938733028,,,,1.14,,1254.13,143200,100,1768,1032
9513,Ｊ−ＰＯＷＥＲ,3750,3765,3610,3610,3800,857900,660814,183051100,1.94,70.0,13.22,0.95,273.15,3808.89,361000,100,4690,3460
9531,東京ガス(株),657,659,634,634,663,6356000,1520516,2396778295,1.58,10.0,15.21,1.38,41.71,460.97,634400,1000,805,620
9532,大阪ガス(株),486,489,472,472,492,6432000,984823,2083400000,2.12,10.0,13.38,1.07,35.32,443.48,472700,1000,534,427
9600,(株)アイネット,1251,1251,1203,1203,1252,28400,17763,14765840,2.66,32.0,16.91,1.49,71.16,805.51,120300,100,1365,870
9602,東宝(株),2735,2748,2676,2691,2736,819700,508574,188990633,0.93,25.0,23.54,1.78,114.32,1513.2,269100,100,3445,2519
9603,(株)エイチ・アイ・エス,4120,4140,3900,3910,4155,517300,267925,68522936,0.56,22.0,23.92,2.64,163.46,1481.3,391000,100,4765,3400
9613,(株)ＮＴＴデータ,5780,5820,5620,5620,5840,694900,1576410,280500000,1.25,70.0,28.15,2.07,199.64,2713.92,562000,100,6110,4180
9616,(株)共立メンテナンス,7350,7380,7120,7150,7410,240800,137816,19274927,0.7,50.0,28.8,2.58,248.25,2769.61,715000,100,9260,4733
9627,(株)アインファーマシーズ,5500,5510,5190,5190,5570,203700,165500,31888212,0.77,40.0,22.76,3.39,228.02,1532.17,519000,100,6880,3445
9640,(株)セゾン情報システムズ,1242,1242,1212,1212,1243,200,19634,16200000,,,9.44,1.69,128.4,718.71,121200,100,1610,962
9682,(株)ＤＴＳ,2730,2734,2570,2570,2747,244000,64821,25222266,2.14,55.0,13.2,1.63,194.75,1576.03,257000,100,3085,2183
9684,(株)スクウェア・エニックス・ホールディングス,3160,3210,3110,3115,3165,1265000,380879,122272396,0.96,30.0,34.53,2.4,90.21,1300.6,311500,100,3410,2210
9719,ＳＣＳＫ(株),4335,4335,4145,4145,4385,342900,447604,107986403,1.69,70.0,19.55,3.21,211.98,1292.41,414500,100,4665,2802
9735,セコム(株),7758,7787,7505,7505,7763,648400,1750832,233288717,1.8,135.0,20.42,2.02,367.45,3708.65,750500,100,9041,6530
9739,ＮＳＷ,1001,1002,932,932,992,40300,13887,14900000,3.22,30.0,13.89,1.05,67.11,887.53,93200,100,1295,816
9742,(株)アイネス,1062,1065,1024,1026,1068,287400,32935,32100000,1.56,16.0,28.56,0.76,35.93,1346.02,102600,100,1422,851
9766,コナミ(株),2700,2719,2633,2639,2664,1366700,378697,143500000,0.8,21.0,38.5,1.65,68.54,1599.28,263900,100,2767,1900
9783,(株)ベネッセホールディングス,3195,3235,3120,3120,3220,346800,319655,102453453,3.04,95.0,78.97,1.6,39.51,1948.03,312000,100,4030,2930
9787,イオンディライト(株),3865,3880,3720,3730,3850,113900,202053,54169633,1.39,52.0,20.84,2.57,178.96,1451.28,373000,100,4415,2488
9810,日鉄住金物産(株),400,400,388,391,404,837000,121045,309578001,3.84,15.0,6.91,0.7,56.6,555.86,391000,1000,468,371
9831,(株)ヤマダ電機,461,462,453,453,467,5166100,437820,966489740,1.32,6.0,13.8,0.72,32.83,627.92,45300,100,554,376
9843,(株)ニトリホールディングス,9710,9710,9370,9370,9650,441700,1072336,114443496,0.64,60.0,23.7,3.23,395.29,2899.71,937000,100,11850,6350
9934,因幡電機産業(株),3885,3910,3785,3785,3925,59300,105249,27807000,2.64,100.0,12.51,1.04,302.48,3625.12,378500,100,4525,3490
9936,(株)王将フードサービス,4060,4060,3955,3955,4060,37300,92097,23286230,2.53,100.0,,1.85,,2139.77,395500,100,4905,3600
9948,(株)アークス,2389,2389,2290,2290,2394,95500,129730,56650468,1.83,42.0,18.18,1.08,125.94,2110.76,229000,100,2953,2282
9956,(株)バロー,3395,3400,3215,3215,3410,196900,169307,52661699,1.09,35.0,16.09,1.78,199.78,1805.18,321500,100,3875,1985
9962,(株)ミスミグループ本社,1412,1429,1336,1336,1407,2904700,366592,274395252,1.15,15.42,21.67,2.72,61.66,490.93,133600,100,1900,1253
9983,(株)ファーストリテイリング,48990,49145,47480,47480,49265,725400,5036377,106073656,0.74,350.0,40.33,5.9,1177.29,8048.03,4748000,100,61970,40610
9984,ソフトバンクグループ(株),7030,7080,6853,6853,7063,7321800,8228125,1200660365,0.58,40.0,,2.09,,3279.85,685300,100,7827,6600
9989,(株)サンドラッグ,6800,6800,6530,6530,6820,238600,438591,67165592,1.07,70.0,20.24,3.31,322.62,1972.2,653000,100,7990,4665
